Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-01 09:30:00-04:00,262.7149963378906,263.9800109863281,262.1499938964844,262.7294006347656,262.7294006347656,2345982
2024-10-01 09:31:00-04:00,262.67498779296875,262.95001220703125,261.17999267578125,261.17999267578125,261.17999267578125,479209
2024-10-01 09:32:00-04:00,261.3599853515625,261.95001220703125,260.8901062011719,261.20770263671875,261.20770263671875,459317
2024-10-01 09:33:00-04:00,261.2349853515625,261.75,260.9100036621094,260.9397888183594,260.9397888183594,278093
2024-10-01 09:34:00-04:00,260.9200134277344,261.6300048828125,260.7099914550781,261.4949951171875,261.4949951171875,337795
2024-10-01 09:35:00-04:00,261.45001220703125,262.0799865722656,260.9453125,261.2392883300781,261.2392883300781,362157
2024-10-01 09:36:00-04:00,261.80670166015625,262.0799865722656,261.3424072265625,261.5299987792969,261.5299987792969,291723
2024-10-01 09:37:00-04:00,261.55999755859375,261.739990234375,260.29998779296875,260.6423034667969,260.6423034667969,471268
2024-10-01 09:38:00-04:00,260.57000732421875,260.6600036621094,259.79998779296875,259.94000244140625,259.94000244140625,461709
2024-10-01 09:39:00-04:00,259.93341064453125,260.1799011230469,259.4200134277344,259.6000061035156,259.6000061035156,338182
2024-10-01 09:40:00-04:00,259.6499938964844,259.7799072265625,258.7615966796875,258.875,258.875,419984
2024-10-01 09:41:00-04:00,258.8500061035156,258.9599914550781,258.29010009765625,258.7449951171875,258.7449951171875,355384
2024-10-01 09:42:00-04:00,258.7449951171875,259.0,258.3399963378906,259.0,259.0,335675
2024-10-01 09:43:00-04:00,258.9989929199219,259.6300048828125,258.8399963378906,259.3999938964844,259.3999938964844,363060
2024-10-01 09:44:00-04:00,259.3996887207031,260.07000732421875,259.3200988769531,259.7847900390625,259.7847900390625,285403
2024-10-01 09:45:00-04:00,259.760009765625,259.87078857421875,258.9200134277344,259.2250061035156,259.2250061035156,296515
2024-10-01 09:46:00-04:00,259.17999267578125,259.67999267578125,258.8999938964844,259.1400146484375,259.1400146484375,212227
2024-10-01 09:47:00-04:00,259.1000061035156,259.1600036621094,258.0299987792969,258.19500732421875,258.19500732421875,408472
2024-10-01 09:48:00-04:00,258.16241455078125,258.239990234375,257.7699890136719,257.9440002441406,257.9440002441406,392886
2024-10-01 09:49:00-04:00,257.9999084472656,258.45001220703125,257.685791015625,257.8099060058594,257.8099060058594,361660
2024-10-01 09:50:00-04:00,257.7900085449219,257.8955078125,257.30999755859375,257.3299865722656,257.3299865722656,389695
2024-10-01 09:51:00-04:00,257.3537902832031,257.3537902832031,256.75,256.84991455078125,256.84991455078125,495625
2024-10-01 09:52:00-04:00,256.8900146484375,256.9999084472656,256.07000732421875,256.0849914550781,256.0849914550781,420835
2024-10-01 09:53:00-04:00,256.1000061035156,256.4700012207031,255.89999389648438,256.3634033203125,256.3634033203125,564440
2024-10-01 09:54:00-04:00,256.2149963378906,256.55999755859375,256.0950012207031,256.2820129394531,256.2820129394531,328540
2024-10-01 09:55:00-04:00,256.34991455078125,256.6000061035156,256.0,256.20001220703125,256.20001220703125,535451
2024-10-01 09:56:00-04:00,256.193115234375,256.59991455078125,256.0,256.4949951171875,256.4949951171875,407586
2024-10-01 09:57:00-04:00,256.489990234375,256.8299865722656,256.1643981933594,256.7099914550781,256.7099914550781,442027
2024-10-01 09:58:00-04:00,256.7300109863281,256.82000732421875,256.30010986328125,256.772705078125,256.772705078125,259284
2024-10-01 09:59:00-04:00,256.7799072265625,256.8999938964844,256.162109375,256.2900085449219,256.2900085449219,308756
2024-10-01 10:00:00-04:00,256.2431945800781,257.5491943359375,255.22000122070312,256.7349853515625,256.7349853515625,803146
2024-10-01 10:01:00-04:00,256.67999267578125,256.7892150878906,255.5399932861328,255.88699340820312,255.88699340820312,377343
2024-10-01 10:02:00-04:00,255.84500122070312,255.84500122070312,254.47000122070312,254.89999389648438,254.89999389648438,674335
2024-10-01 10:03:00-04:00,254.85009765625,255.09930419921875,254.0301055908203,254.8699951171875,254.8699951171875,544970
2024-10-01 10:04:00-04:00,254.8520050048828,255.37989807128906,254.71009826660156,255.1699981689453,255.1699981689453,370084
2024-10-01 10:05:00-04:00,255.16000366210938,255.24920654296875,254.44000244140625,254.8000030517578,254.8000030517578,338378
2024-10-01 10:06:00-04:00,254.72000122070312,255.14999389648438,254.5399932861328,254.8300018310547,254.8300018310547,386436
2024-10-01 10:07:00-04:00,254.77999877929688,254.92999267578125,254.32000732421875,254.48280334472656,254.48280334472656,310729
2024-10-01 10:08:00-04:00,254.4199981689453,254.9250030517578,254.4199981689453,254.7158966064453,254.7158966064453,207417
2024-10-01 10:09:00-04:00,254.7100067138672,254.92999267578125,254.1699981689453,254.28990173339844,254.28990173339844,390566
2024-10-01 10:10:00-04:00,254.21099853515625,254.6999969482422,252.8101043701172,253.0677947998047,253.0677947998047,791712
2024-10-01 10:11:00-04:00,253.00100708007812,253.55990600585938,252.63999938964844,252.75599670410156,252.75599670410156,522888
2024-10-01 10:12:00-04:00,252.71009826660156,253.25,252.52999877929688,253.15499877929688,253.15499877929688,433716
2024-10-01 10:13:00-04:00,253.16229248046875,253.80999755859375,253.07000732421875,253.4658966064453,253.4658966064453,347693
2024-10-01 10:14:00-04:00,253.46839904785156,253.5395965576172,252.7718048095703,252.94700622558594,252.94700622558594,255018
2024-10-01 10:15:00-04:00,252.89999389648438,252.89999389648438,252.39999389648438,252.63999938964844,252.63999938964844,368635
2024-10-01 10:16:00-04:00,252.61000061035156,252.72000122070312,252.35000610351562,252.55999755859375,252.55999755859375,241797
2024-10-01 10:17:00-04:00,252.58999633789062,252.72000122070312,251.83999633789062,252.07989501953125,252.07989501953125,539897
2024-10-01 10:18:00-04:00,252.02999877929688,252.4600067138672,251.91000366210938,252.25,252.25,302373
2024-10-01 10:19:00-04:00,252.2899932861328,252.5,251.96009826660156,251.99749755859375,251.99749755859375,253904
2024-10-01 10:20:00-04:00,251.9499969482422,252.42999267578125,251.94000244140625,252.05999755859375,252.05999755859375,315713
2024-10-01 10:21:00-04:00,252.04190063476562,252.6699981689453,251.8000030517578,252.32119750976562,252.32119750976562,426579
2024-10-01 10:22:00-04:00,252.26260375976562,252.6699981689453,252.01010131835938,252.62879943847656,252.62879943847656,259509
2024-10-01 10:23:00-04:00,252.54010009765625,253.1999969482422,252.5200958251953,253.10000610351562,253.10000610351562,369277
2024-10-01 10:24:00-04:00,253.1699981689453,253.22000122070312,252.75999450683594,252.85000610351562,252.85000610351562,256640
2024-10-01 10:25:00-04:00,252.86500549316406,252.9897003173828,252.41009521484375,252.49000549316406,252.49000549316406,197182
2024-10-01 10:26:00-04:00,252.49000549316406,252.66000366210938,251.9600067138672,251.9600067138672,251.9600067138672,277563
2024-10-01 10:27:00-04:00,251.9600067138672,252.02059936523438,251.1999969482422,251.2760009765625,251.2760009765625,413499
2024-10-01 10:28:00-04:00,251.29600524902344,251.5998992919922,250.3699951171875,250.4340057373047,250.4340057373047,659258
2024-10-01 10:29:00-04:00,250.4091033935547,250.72999572753906,250.11000061035156,250.1300048828125,250.1300048828125,488559
2024-10-01 10:30:00-04:00,250.1699981689453,250.4810028076172,249.50999450683594,250.0449981689453,250.0449981689453,893534
2024-10-01 10:31:00-04:00,250.13999938964844,250.13999938964844,248.66009521484375,248.97650146484375,248.97650146484375,827616
2024-10-01 10:32:00-04:00,249.0500030517578,249.25,248.6300048828125,249.1199951171875,249.1199951171875,571501
2024-10-01 10:33:00-04:00,249.09710693359375,249.66990661621094,249.01010131835938,249.39999389648438,249.39999389648438,433884
2024-10-01 10:34:00-04:00,249.2845001220703,249.81089782714844,249.2100067138672,249.24009704589844,249.24009704589844,386858
2024-10-01 10:35:00-04:00,249.30029296875,249.47999572753906,248.52999877929688,248.9499969482422,248.9499969482422,401432
2024-10-01 10:36:00-04:00,248.9199981689453,250.33999633789062,248.8000030517578,250.19000244140625,250.19000244140625,449808
2024-10-01 10:37:00-04:00,250.17999267578125,250.44000244140625,250.00999450683594,250.35000610351562,250.35000610351562,336317
2024-10-01 10:38:00-04:00,250.39849853515625,250.63999938964844,250.14210510253906,250.39999389648438,250.39999389648438,287088
2024-10-01 10:39:00-04:00,250.40550231933594,250.63999938964844,250.08999633789062,250.3000030517578,250.3000030517578,252312
2024-10-01 10:40:00-04:00,250.32000732421875,250.69000244140625,250.10000610351562,250.61000061035156,250.61000061035156,203462
2024-10-01 10:41:00-04:00,250.6417999267578,251.45989990234375,250.57400512695312,251.375,251.375,473794
2024-10-01 10:42:00-04:00,251.41000366210938,251.77999877929688,251.40499877929688,251.72999572753906,251.72999572753906,413174
