Start,End,Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Max. Drawdown [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Total Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Expectancy
2024-10-01 09:30:00-04:00,2024-10-04 15:59:00-04:00,8288.41499498367,10000.0,-17.1158500501633,-4.852675367287958,-17.115850050163296,0.0,0.0,0.0,0,5.454545454545454,0.6143737056186982,-4.193941796428846,-0.23250150669335,N/A
