Start,End,Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Max. Drawdown [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Total Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Expectancy
2024-10-03 00:00:00+01:00,2024-10-04 22:29:00+01:00,10000.0,10000.0,0.0,-0.702219613816972,-0.0,,,,0,,,,,N/A
